,brand,categories,colors,name,sizes,prices
8850,Easy Street,Sandals,"Gray,Blue,Turquo,Multicolor,Black,Pewter Fabric/Gore,Natural,Navy,White,Pink,Yellow,Coral,Pewter,Beige,Natural Fabric/Gore,Turquoise Fabric/Gore,Turquoise",Easy Street Natara Women WW Open-Toe Synthetic Blue Slingback Sandal,6,49.13
8851,Easy Street,Sandals,"Gray,Blue,Turquo,Multicolor,Black,Pewter Fabric/Gore,Natural,Navy,White,Pink,Yellow,Coral,Pewter,Beige,Natural Fabric/Gore,Turquoise Fabric/Gore,Turquoise",Easy Street Natara Women WW Open-Toe Synthetic Blue Slingback Sandal,6,22.0
8852,Easy Street,Sandals,"Gray,Blue,Turquo,Multicolor,Black,Pewter Fabric/Gore,Natural,Navy,White,Pink,Yellow,Coral,Pewter,Beige,Natural Fabric/Gore,Turquoise Fabric/Gore,Turquoise",Easy Street Natara Women WW Open-Toe Synthetic Blue Slingback Sandal,6,31.99
8853,Easy Street,Sandals,"Gray,Blue,Turquo,Multicolor,Black,Pewter Fabric/Gore,Natural,Navy,White,Pink,Yellow,Coral,Pewter,Beige,Natural Fabric/Gore,Turquoise Fabric/Gore,Turquoise",Easy Street Natara Women WW Open-Toe Synthetic Blue Slingback Sandal,6,24.0
8854,Easy Street,Sandals,"Gray,Blue,Turquo,Multicolor,Black,Pewter Fabric/Gore,Natural,Navy,White,Pink,Yellow,Coral,Pewter,Beige,Natural Fabric/Gore,Turquoise Fabric/Gore,Turquoise",Easy Street Natara Women WW Open-Toe Synthetic Blue Slingback Sandal,6,72.89
8855,Easy Street,Sandals,"Gray,Blue,Turquo,Multicolor,Black,Pewter Fabric/Gore,Natural,Navy,White,Pink,Yellow,Coral,Pewter,Beige,Natural Fabric/Gore,Turquoise Fabric/Gore,Turquoise",Easy Street Natara Women WW Open-Toe Synthetic Blue Slingback Sandal,6,74.65
8856,Easy Street,Sandals,"Gray,Blue,Turquo,Multicolor,Black,Pewter Fabric/Gore,Natural,Navy,White,Pink,Yellow,Coral,Pewter,Beige,Natural Fabric/Gore,Turquoise Fabric/Gore,Turquoise",Easy Street Natara Women WW Open-Toe Synthetic Blue Slingback Sandal,6,75.99
8857,Easy Street,Sandals,"Gray,Blue,Turquo,Multicolor,Black,Pewter Fabric/Gore,Natural,Navy,White,Pink,Yellow,Coral,Pewter,Beige,Natural Fabric/Gore,Turquoise Fabric/Gore,Turquoise",Easy Street Natara Women WW Open-Toe Synthetic Blue Slingback Sandal,6,52.24
8858,Easy Street,Sandals,"Gray,Blue,Turquo,Multicolor,Black,Pewter Fabric/Gore,Natural,Navy,White,Pink,Yellow,Coral,Pewter,Beige,Natural Fabric/Gore,Turquoise Fabric/Gore,Turquoise",Easy Street Natara Women WW Open-Toe Synthetic Blue Slingback Sandal,6,81.61
8859,Easy Street,Sandals,"Gray,Blue,Turquo,Multicolor,Black,Pewter Fabric/Gore,Natural,Navy,White,Pink,Yellow,Coral,Pewter,Beige,Natural Fabric/Gore,Turquoise Fabric/Gore,Turquoise",Easy Street Natara Women WW Open-Toe Synthetic Blue Slingback Sandal,6,38.64
8860,Easy Street,Sandals,"Gray,Blue,Turquo,Multicolor,Black,Pewter Fabric/Gore,Natural,Navy,White,Pink,Yellow,Coral,Pewter,Beige,Natural Fabric/Gore,Turquoise Fabric/Gore,Turquoise",Easy Street Natara Women WW Open-Toe Synthetic Blue Slingback Sandal,6,39.6
8861,Easy Street,Sandals,"Gray,Blue,Turquo,Multicolor,Black,Pewter Fabric/Gore,Natural,Navy,White,Pink,Yellow,Coral,Pewter,Beige,Natural Fabric/Gore,Turquoise Fabric/Gore,Turquoise",Easy Street Natara Women WW Open-Toe Synthetic Blue Slingback Sandal,6,74.65
8862,Easy Street,Sandals,"Gray,Blue,Turquo,Multicolor,Black,Pewter Fabric/Gore,Natural,Navy,White,Pink,Yellow,Coral,Pewter,Beige,Natural Fabric/Gore,Turquoise Fabric/Gore,Turquoise",Easy Street Natara Women WW Open-Toe Synthetic Blue Slingback Sandal,6,51.96
8863,Easy Street,Sandals,"Gray,Blue,Turquo,Multicolor,Black,Pewter Fabric/Gore,Natural,Navy,White,Pink,Yellow,Coral,Pewter,Beige,Natural Fabric/Gore,Turquoise Fabric/Gore,Turquoise",Easy Street Natara Women WW Open-Toe Synthetic Blue Slingback Sandal,6,61.32
8864,Easy Street,Sandals,"Gray,Blue,Turquo,Multicolor,Black,Pewter Fabric/Gore,Natural,Navy,White,Pink,Yellow,Coral,Pewter,Beige,Natural Fabric/Gore,Turquoise Fabric/Gore,Turquoise",Easy Street Natara Women WW Open-Toe Synthetic Blue Slingback Sandal,6,20.43
8865,Easy Street,Sandals,"Gray,Blue,Turquo,Multicolor,Black,Pewter Fabric/Gore,Natural,Navy,White,Pink,Yellow,Coral,Pewter,Beige,Natural Fabric/Gore,Turquoise Fabric/Gore,Turquoise",Easy Street Natara Women WW Open-Toe Synthetic Blue Slingback Sandal,6,52.27
8866,Easy Street,Sandals,"Gray,Blue,Turquo,Multicolor,Black,Pewter Fabric/Gore,Natural,Navy,White,Pink,Yellow,Coral,Pewter,Beige,Natural Fabric/Gore,Turquoise Fabric/Gore,Turquoise",Easy Street Natara Women WW Open-Toe Synthetic Blue Slingback Sandal,6,71.29
8867,Easy Street,Sandals,"Gray,Blue,Turquo,Multicolor,Black,Pewter Fabric/Gore,Natural,Navy,White,Pink,Yellow,Coral,Pewter,Beige,Natural Fabric/Gore,Turquoise Fabric/Gore,Turquoise",Easy Street Natara Women WW Open-Toe Synthetic Blue Slingback Sandal,6,66.65
8868,Easy Street,Sandals,"Gray,Blue,Turquo,Multicolor,Black,Pewter Fabric/Gore,Natural,Navy,White,Pink,Yellow,Coral,Pewter,Beige,Natural Fabric/Gore,Turquoise Fabric/Gore,Turquoise",Easy Street Natara Women WW Open-Toe Synthetic Blue Slingback Sandal,6,31.99
8869,Easy Street,Sandals,"Gray,Blue,Turquo,Multicolor,Black,Pewter Fabric/Gore,Natural,Navy,White,Pink,Yellow,Coral,Pewter,Beige,Natural Fabric/Gore,Turquoise Fabric/Gore,Turquoise",Easy Street Natara Women WW Open-Toe Synthetic Blue Slingback Sandal,6,43.96
8870,Easy Street,Sandals,"Gray,Blue,Turquo,Multicolor,Black,Pewter Fabric/Gore,Natural,Navy,White,Pink,Yellow,Coral,Pewter,Beige,Natural Fabric/Gore,Turquoise Fabric/Gore,Turquoise",Easy Street Natara Women WW Open-Toe Synthetic Blue Slingback Sandal,6,39.99
8871,Easy Street,Sandals,"Gray,Blue,Turquo,Multicolor,Black,Pewter Fabric/Gore,Natural,Navy,White,Pink,Yellow,Coral,Pewter,Beige,Natural Fabric/Gore,Turquoise Fabric/Gore,Turquoise",Easy Street Natara Women WW Open-Toe Synthetic Blue Slingback Sandal,6,43.99
8872,Easy Street,Sandals,"Gray,Blue,Turquo,Multicolor,Black,Pewter Fabric/Gore,Natural,Navy,White,Pink,Yellow,Coral,Pewter,Beige,Natural Fabric/Gore,Turquoise Fabric/Gore,Turquoise",Easy Street Natara Women WW Open-Toe Synthetic Blue Slingback Sandal,6,49.31
8873,Easy Street,Sandals,"Gray,Blue,Turquo,Multicolor,Black,Pewter Fabric/Gore,Natural,Navy,White,Pink,Yellow,Coral,Pewter,Beige,Natural Fabric/Gore,Turquoise Fabric/Gore,Turquoise",Easy Street Natara Women WW Open-Toe Synthetic Blue Slingback Sandal,6,49.07
8874,Easy Street,Sandals,"Gray,Blue,Turquo,Multicolor,Black,Pewter Fabric/Gore,Natural,Navy,White,Pink,Yellow,Coral,Pewter,Beige,Natural Fabric/Gore,Turquoise Fabric/Gore,Turquoise",Easy Street Natara Women WW Open-Toe Synthetic Blue Slingback Sandal,6,39.98
8875,Easy Street,Sandals,"Gray,Blue,Turquo,Multicolor,Black,Pewter Fabric/Gore,Natural,Navy,White,Pink,Yellow,Coral,Pewter,Beige,Natural Fabric/Gore,Turquoise Fabric/Gore,Turquoise",Easy Street Natara Women WW Open-Toe Synthetic Blue Slingback Sandal,6,59.95
8876,Easy Street,Sandals,"Gray,Blue,Turquo,Multicolor,Black,Pewter Fabric/Gore,Natural,Navy,White,Pink,Yellow,Coral,Pewter,Beige,Natural Fabric/Gore,Turquoise Fabric/Gore,Turquoise",Easy Street Natara Women WW Open-Toe Synthetic Blue Slingback Sandal,6,39.99
8877,Easy Street,Sandals,"Gray,Blue,Turquo,Multicolor,Black,Pewter Fabric/Gore,Natural,Navy,White,Pink,Yellow,Coral,Pewter,Beige,Natural Fabric/Gore,Turquoise Fabric/Gore,Turquoise",Easy Street Natara Women WW Open-Toe Synthetic Blue Slingback Sandal,6,31.99
8878,Easy Street,Sandals,"Gray,Blue,Turquo,Multicolor,Black,Pewter Fabric/Gore,Natural,Navy,White,Pink,Yellow,Coral,Pewter,Beige,Natural Fabric/Gore,Turquoise Fabric/Gore,Turquoise",Easy Street Natara Women WW Open-Toe Synthetic Blue Slingback Sandal,6,93.32
8879,Easy Street,Sandals,"Gray,Blue,Turquo,Multicolor,Black,Pewter Fabric/Gore,Natural,Navy,White,Pink,Yellow,Coral,Pewter,Beige,Natural Fabric/Gore,Turquoise Fabric/Gore,Turquoise",Easy Street Natara Women WW Open-Toe Synthetic Blue Slingback Sandal,6,41.21
8880,Easy Street,Sandals,"Gray,Blue,Turquo,Multicolor,Black,Pewter Fabric/Gore,Natural,Navy,White,Pink,Yellow,Coral,Pewter,Beige,Natural Fabric/Gore,Turquoise Fabric/Gore,Turquoise",Easy Street Natara Women WW Open-Toe Synthetic Blue Slingback Sandal,6,306.65
8881,Easy Street,Sandals,"Gray,Blue,Turquo,Multicolor,Black,Pewter Fabric/Gore,Natural,Navy,White,Pink,Yellow,Coral,Pewter,Beige,Natural Fabric/Gore,Turquoise Fabric/Gore,Turquoise",Easy Street Natara Women WW Open-Toe Synthetic Blue Slingback Sandal,6,47.32
8882,Easy Street,Sandals,"Gray,Blue,Turquo,Multicolor,Black,Pewter Fabric/Gore,Natural,Navy,White,Pink,Yellow,Coral,Pewter,Beige,Natural Fabric/Gore,Turquoise Fabric/Gore,Turquoise",Easy Street Natara Women WW Open-Toe Synthetic Blue Slingback Sandal,6,43.96
8883,Easy Street,Sandals,"Gray,Blue,Turquo,Multicolor,Black,Pewter Fabric/Gore,Natural,Navy,White,Pink,Yellow,Coral,Pewter,Beige,Natural Fabric/Gore,Turquoise Fabric/Gore,Turquoise",Easy Street Natara Women WW Open-Toe Synthetic Blue Slingback Sandal,6,38.64
8884,Easy Street,Sandals,"Gray,Blue,Turquo,Multicolor,Black,Pewter Fabric/Gore,Natural,Navy,White,Pink,Yellow,Coral,Pewter,Beige,Natural Fabric/Gore,Turquoise Fabric/Gore,Turquoise",Easy Street Natara Women WW Open-Toe Synthetic Blue Slingback Sandal,6,52.07
8885,Easy Street,Sandals,"Gray,Blue,Turquo,Multicolor,Black,Pewter Fabric/Gore,Natural,Navy,White,Pink,Yellow,Coral,Pewter,Beige,Natural Fabric/Gore,Turquoise Fabric/Gore,Turquoise",Easy Street Natara Women WW Open-Toe Synthetic Blue Slingback Sandal,6,74.65
8886,Easy Street,Sandals,"Gray,Blue,Turquo,Multicolor,Black,Pewter Fabric/Gore,Natural,Navy,White,Pink,Yellow,Coral,Pewter,Beige,Natural Fabric/Gore,Turquoise Fabric/Gore,Turquoise",Easy Street Natara Women WW Open-Toe Synthetic Blue Slingback Sandal,6,16.99
8887,Easy Street,Sandals,"Gray,Blue,Turquo,Multicolor,Black,Pewter Fabric/Gore,Natural,Navy,White,Pink,Yellow,Coral,Pewter,Beige,Natural Fabric/Gore,Turquoise Fabric/Gore,Turquoise",Easy Street Natara Women WW Open-Toe Synthetic Blue Slingback Sandal,6,47.44
8888,Dr. Martens,Boots,"Black Patent,Navy Smooth,Black Smooth,Red Patent,Hot Pink,Black,Purple Smooth Leather,Cherry Red,Black Nappa,Red,White,Purple Smooth,Green",Dr. Martens Women's 1460 8-Eye Black High-Top Leather Boot - 10M,11,119.95
8889,ELLIE,Sandals,Black,Ellie Shoes E-652-Oxford 6 Stiletto Heel Oxford Sandal Black / 5,9,110.0
8890,New Balance,Sports Shoes,"BlueRedGreen,Blue/Red/Green",New Balance Women's Wc1296Bp Blue/Red/Green Ankle-High Leather Tennis Shoe - 6.5W,7,56.13
8891,New Balance,Sports Shoes,"BlueRedGreen,Blue/Red/Green",New Balance Women's Wc1296Bp Blue/Red/Green Ankle-High Leather Tennis Shoe - 6.5W,7,59.15
8892,New Balance,Sports Shoes,"BlueRedGreen,Blue/Red/Green",New Balance Women's Wc1296Bp Blue/Red/Green Ankle-High Leather Tennis Shoe - 6.5W,7,58.55
8893,Pleaser,Sandals,"Clear and Black,Clear and Purple,Clear and Silver,Clear PVC/Black/Clear,Clear and Teal,Clear and Pink",Women's Pleaser Stardust 808T Ankle-Strap Sandal,10,87.95
8894,Crocs,"Sandals & Flip Flops,Womens Shoes,Clothing,Women's Shoes,Crocs,Apparel & Accessories,Shoes & Accessories,Clothing, Shoes & Accessories,All Womens Shoes,Shoes,All Women's Shoes","Brown,Khaki/Pearl,Black,Pearl,Navy,Oyster/Gold,Khaki,Lavender,White,Walnut,Navy/Smoke,Khaki/Pearl White,Khakipearl White,Black/Black",Women's Crocs Patricia,11,44.99
8895,Crocs,"Sandals & Flip Flops,Womens Shoes,Clothing,Women's Shoes,Crocs,Apparel & Accessories,Shoes & Accessories,Clothing, Shoes & Accessories,All Womens Shoes,Shoes,All Women's Shoes","Brown,Khaki/Pearl,Black,Pearl,Navy,Oyster/Gold,Khaki,Lavender,White,Walnut,Navy/Smoke,Khaki/Pearl White,Khakipearl White,Black/Black",Women's Crocs Patricia,11,44.99
8896,Crocs,"Sandals & Flip Flops,Womens Shoes,Clothing,Women's Shoes,Crocs,Apparel & Accessories,Shoes & Accessories,Clothing, Shoes & Accessories,All Womens Shoes,Shoes,All Women's Shoes","Brown,Khaki/Pearl,Black,Pearl,Navy,Oyster/Gold,Khaki,Lavender,White,Walnut,Navy/Smoke,Khaki/Pearl White,Khakipearl White,Black/Black",Women's Crocs Patricia,11,41.99
8897,Crocs,"Sandals & Flip Flops,Womens Shoes,Clothing,Women's Shoes,Crocs,Apparel & Accessories,Shoes & Accessories,Clothing, Shoes & Accessories,All Womens Shoes,Shoes,All Women's Shoes","Brown,Khaki/Pearl,Black,Pearl,Navy,Oyster/Gold,Khaki,Lavender,White,Walnut,Navy/Smoke,Khaki/Pearl White,Khakipearl White,Black/Black",Women's Crocs Patricia,11,44.99
8898,Crocs,"Sandals & Flip Flops,Womens Shoes,Clothing,Women's Shoes,Crocs,Apparel & Accessories,Shoes & Accessories,Clothing, Shoes & Accessories,All Womens Shoes,Shoes,All Women's Shoes","Brown,Khaki/Pearl,Black,Pearl,Navy,Oyster/Gold,Khaki,Lavender,White,Walnut,Navy/Smoke,Khaki/Pearl White,Khakipearl White,Black/Black",Women's Crocs Patricia,11,41.99
8899,Crocs,"Sandals & Flip Flops,Womens Shoes,Clothing,Women's Shoes,Crocs,Apparel & Accessories,Shoes & Accessories,Clothing, Shoes & Accessories,All Womens Shoes,Shoes,All Women's Shoes","Brown,Khaki/Pearl,Black,Pearl,Navy,Oyster/Gold,Khaki,Lavender,White,Walnut,Navy/Smoke,Khaki/Pearl White,Khakipearl White,Black/Black",Women's Crocs Patricia,11,44.99
8900,Crocs,"Sandals & Flip Flops,Womens Shoes,Clothing,Women's Shoes,Crocs,Apparel & Accessories,Shoes & Accessories,Clothing, Shoes & Accessories,All Womens Shoes,Shoes,All Women's Shoes","Brown,Khaki/Pearl,Black,Pearl,Navy,Oyster/Gold,Khaki,Lavender,White,Walnut,Navy/Smoke,Khaki/Pearl White,Khakipearl White,Black/Black",Women's Crocs Patricia,11,41.99
8901,Crocs,"Sandals & Flip Flops,Womens Shoes,Clothing,Women's Shoes,Crocs,Apparel & Accessories,Shoes & Accessories,Clothing, Shoes & Accessories,All Womens Shoes,Shoes,All Women's Shoes","Brown,Khaki/Pearl,Black,Pearl,Navy,Oyster/Gold,Khaki,Lavender,White,Walnut,Navy/Smoke,Khaki/Pearl White,Khakipearl White,Black/Black",Women's Crocs Patricia,11,44.99
8902,Crocs,"Sandals & Flip Flops,Womens Shoes,Clothing,Women's Shoes,Crocs,Apparel & Accessories,Shoes & Accessories,Clothing, Shoes & Accessories,All Womens Shoes,Shoes,All Women's Shoes","Brown,Khaki/Pearl,Black,Pearl,Navy,Oyster/Gold,Khaki,Lavender,White,Walnut,Navy/Smoke,Khaki/Pearl White,Khakipearl White,Black/Black",Women's Crocs Patricia,11,44.99
8903,Crocs,"Sandals & Flip Flops,Womens Shoes,Clothing,Women's Shoes,Crocs,Apparel & Accessories,Shoes & Accessories,Clothing, Shoes & Accessories,All Womens Shoes,Shoes,All Women's Shoes","Brown,Khaki/Pearl,Black,Pearl,Navy,Oyster/Gold,Khaki,Lavender,White,Walnut,Navy/Smoke,Khaki/Pearl White,Khakipearl White,Black/Black",Women's Crocs Patricia,11,44.99
8904,Crocs,"Sandals & Flip Flops,Womens Shoes,Clothing,Women's Shoes,Crocs,Apparel & Accessories,Shoes & Accessories,Clothing, Shoes & Accessories,All Womens Shoes,Shoes,All Women's Shoes","Brown,Khaki/Pearl,Black,Pearl,Navy,Oyster/Gold,Khaki,Lavender,White,Walnut,Navy/Smoke,Khaki/Pearl White,Khakipearl White,Black/Black",Women's Crocs Patricia,11,44.99
8905,Crocs,"Sandals & Flip Flops,Womens Shoes,Clothing,Women's Shoes,Crocs,Apparel & Accessories,Shoes & Accessories,Clothing, Shoes & Accessories,All Womens Shoes,Shoes,All Women's Shoes","Brown,Khaki/Pearl,Black,Pearl,Navy,Oyster/Gold,Khaki,Lavender,White,Walnut,Navy/Smoke,Khaki/Pearl White,Khakipearl White,Black/Black",Women's Crocs Patricia,11,41.99
8906,Crocs,"Sandals & Flip Flops,Womens Shoes,Clothing,Women's Shoes,Crocs,Apparel & Accessories,Shoes & Accessories,Clothing, Shoes & Accessories,All Womens Shoes,Shoes,All Women's Shoes","Brown,Khaki/Pearl,Black,Pearl,Navy,Oyster/Gold,Khaki,Lavender,White,Walnut,Navy/Smoke,Khaki/Pearl White,Khakipearl White,Black/Black",Women's Crocs Patricia,11,41.99
8907,Crocs,"Sandals & Flip Flops,Womens Shoes,Clothing,Women's Shoes,Crocs,Apparel & Accessories,Shoes & Accessories,Clothing, Shoes & Accessories,All Womens Shoes,Shoes,All Women's Shoes","Brown,Khaki/Pearl,Black,Pearl,Navy,Oyster/Gold,Khaki,Lavender,White,Walnut,Navy/Smoke,Khaki/Pearl White,Khakipearl White,Black/Black",Women's Crocs Patricia,11,44.99
8908,Crocs,"Sandals & Flip Flops,Womens Shoes,Clothing,Women's Shoes,Crocs,Apparel & Accessories,Shoes & Accessories,Clothing, Shoes & Accessories,All Womens Shoes,Shoes,All Women's Shoes","Brown,Khaki/Pearl,Black,Pearl,Navy,Oyster/Gold,Khaki,Lavender,White,Walnut,Navy/Smoke,Khaki/Pearl White,Khakipearl White,Black/Black",Women's Crocs Patricia,11,44.99
8909,Crocs,"Sandals & Flip Flops,Womens Shoes,Clothing,Women's Shoes,Crocs,Apparel & Accessories,Shoes & Accessories,Clothing, Shoes & Accessories,All Womens Shoes,Shoes,All Women's Shoes","Brown,Khaki/Pearl,Black,Pearl,Navy,Oyster/Gold,Khaki,Lavender,White,Walnut,Navy/Smoke,Khaki/Pearl White,Khakipearl White,Black/Black",Women's Crocs Patricia,11,44.99
8910,Crocs,"Sandals & Flip Flops,Womens Shoes,Clothing,Women's Shoes,Crocs,Apparel & Accessories,Shoes & Accessories,Clothing, Shoes & Accessories,All Womens Shoes,Shoes,All Women's Shoes","Brown,Khaki/Pearl,Black,Pearl,Navy,Oyster/Gold,Khaki,Lavender,White,Walnut,Navy/Smoke,Khaki/Pearl White,Khakipearl White,Black/Black",Women's Crocs Patricia,11,44.99
8911,Crocs,"Sandals & Flip Flops,Womens Shoes,Clothing,Women's Shoes,Crocs,Apparel & Accessories,Shoes & Accessories,Clothing, Shoes & Accessories,All Womens Shoes,Shoes,All Women's Shoes","Brown,Khaki/Pearl,Black,Pearl,Navy,Oyster/Gold,Khaki,Lavender,White,Walnut,Navy/Smoke,Khaki/Pearl White,Khakipearl White,Black/Black",Women's Crocs Patricia,11,44.99
8912,Crocs,"Sandals & Flip Flops,Womens Shoes,Clothing,Women's Shoes,Crocs,Apparel & Accessories,Shoes & Accessories,Clothing, Shoes & Accessories,All Womens Shoes,Shoes,All Women's Shoes","Brown,Khaki/Pearl,Black,Pearl,Navy,Oyster/Gold,Khaki,Lavender,White,Walnut,Navy/Smoke,Khaki/Pearl White,Khakipearl White,Black/Black",Women's Crocs Patricia,11,41.99
8913,Crocs,"Sandals & Flip Flops,Womens Shoes,Clothing,Women's Shoes,Crocs,Apparel & Accessories,Shoes & Accessories,Clothing, Shoes & Accessories,All Womens Shoes,Shoes,All Women's Shoes","Brown,Khaki/Pearl,Black,Pearl,Navy,Oyster/Gold,Khaki,Lavender,White,Walnut,Navy/Smoke,Khaki/Pearl White,Khakipearl White,Black/Black",Women's Crocs Patricia,11,44.99
8914,Crocs,"Sandals & Flip Flops,Womens Shoes,Clothing,Women's Shoes,Crocs,Apparel & Accessories,Shoes & Accessories,Clothing, Shoes & Accessories,All Womens Shoes,Shoes,All Women's Shoes","Brown,Khaki/Pearl,Black,Pearl,Navy,Oyster/Gold,Khaki,Lavender,White,Walnut,Navy/Smoke,Khaki/Pearl White,Khakipearl White,Black/Black",Women's Crocs Patricia,11,44.99
8915,Crocs,"Sandals & Flip Flops,Womens Shoes,Clothing,Women's Shoes,Crocs,Apparel & Accessories,Shoes & Accessories,Clothing, Shoes & Accessories,All Womens Shoes,Shoes,All Women's Shoes","Brown,Khaki/Pearl,Black,Pearl,Navy,Oyster/Gold,Khaki,Lavender,White,Walnut,Navy/Smoke,Khaki/Pearl White,Khakipearl White,Black/Black",Women's Crocs Patricia,11,44.99
8916,Crocs,"Sandals & Flip Flops,Womens Shoes,Clothing,Women's Shoes,Crocs,Apparel & Accessories,Shoes & Accessories,Clothing, Shoes & Accessories,All Womens Shoes,Shoes,All Women's Shoes","Brown,Khaki/Pearl,Black,Pearl,Navy,Oyster/Gold,Khaki,Lavender,White,Walnut,Navy/Smoke,Khaki/Pearl White,Khakipearl White,Black/Black",Women's Crocs Patricia,11,44.99
8917,Crocs,"Sandals & Flip Flops,Womens Shoes,Clothing,Women's Shoes,Crocs,Apparel & Accessories,Shoes & Accessories,Clothing, Shoes & Accessories,All Womens Shoes,Shoes,All Women's Shoes","Brown,Khaki/Pearl,Black,Pearl,Navy,Oyster/Gold,Khaki,Lavender,White,Walnut,Navy/Smoke,Khaki/Pearl White,Khakipearl White,Black/Black",Women's Crocs Patricia,11,41.99
8918,Crocs,"Sandals & Flip Flops,Womens Shoes,Clothing,Women's Shoes,Crocs,Apparel & Accessories,Shoes & Accessories,Clothing, Shoes & Accessories,All Womens Shoes,Shoes,All Women's Shoes","Brown,Khaki/Pearl,Black,Pearl,Navy,Oyster/Gold,Khaki,Lavender,White,Walnut,Navy/Smoke,Khaki/Pearl White,Khakipearl White,Black/Black",Women's Crocs Patricia,11,44.99
8919,Crocs,"Sandals & Flip Flops,Womens Shoes,Clothing,Women's Shoes,Crocs,Apparel & Accessories,Shoes & Accessories,Clothing, Shoes & Accessories,All Womens Shoes,Shoes,All Women's Shoes","Brown,Khaki/Pearl,Black,Pearl,Navy,Oyster/Gold,Khaki,Lavender,White,Walnut,Navy/Smoke,Khaki/Pearl White,Khakipearl White,Black/Black",Women's Crocs Patricia,11,44.99
8920,Crocs,"Sandals & Flip Flops,Womens Shoes,Clothing,Women's Shoes,Crocs,Apparel & Accessories,Shoes & Accessories,Clothing, Shoes & Accessories,All Womens Shoes,Shoes,All Women's Shoes","Brown,Khaki/Pearl,Black,Pearl,Navy,Oyster/Gold,Khaki,Lavender,White,Walnut,Navy/Smoke,Khaki/Pearl White,Khakipearl White,Black/Black",Women's Crocs Patricia,11,44.99
8921,Crocs,"Sandals & Flip Flops,Womens Shoes,Clothing,Women's Shoes,Crocs,Apparel & Accessories,Shoes & Accessories,Clothing, Shoes & Accessories,All Womens Shoes,Shoes,All Women's Shoes","Brown,Khaki/Pearl,Black,Pearl,Navy,Oyster/Gold,Khaki,Lavender,White,Walnut,Navy/Smoke,Khaki/Pearl White,Khakipearl White,Black/Black",Women's Crocs Patricia,11,44.99
8922,Crocs,"Sandals & Flip Flops,Womens Shoes,Clothing,Women's Shoes,Crocs,Apparel & Accessories,Shoes & Accessories,Clothing, Shoes & Accessories,All Womens Shoes,Shoes,All Women's Shoes","Brown,Khaki/Pearl,Black,Pearl,Navy,Oyster/Gold,Khaki,Lavender,White,Walnut,Navy/Smoke,Khaki/Pearl White,Khakipearl White,Black/Black",Women's Crocs Patricia,11,41.99
8923,Ellie Shoes,"Womens Shoes,Clothing,Women's Shoes,All Womens Shoes,Shoes,All Women's Shoes","Yellow,Fuschia","610-SHANA, 6'' Clear And Neon Wedge With Ankle Strap",12,40.71
8924,Brinley Co.,Pumps,"Red,Chestnut,Black,Nude,Grey",Brinley Co. Women's Round Toe Comfort Fit Classic Pumps,9,32.99
8925,Alfani,Flats,Black/White,Alfani Women's JEMAH Closed Toe Ballet Flats,7,33.99
8926,P.amzbrand,"Women's Boots,Womens Shoes,Clothing,Women's Shoes,All Womens Shoes,Shoes,All Women's Shoes","Taupe,Taupe Pu,Chestnut,Black,Camel",anna sally-5 womens adorable almond toe lace up wedge ankle bootie,6,32.94
8927,P.amzbrand,"Women's Boots,Womens Shoes,Clothing,Women's Shoes,All Womens Shoes,Shoes,All Women's Shoes","Taupe,Taupe Pu,Chestnut,Black,Camel",anna sally-5 womens adorable almond toe lace up wedge ankle bootie,6,32.94
8928,Brinley Co.,Boots,Brown,Womens Low-Wedge Buckle Slouch Boot,6,38.99
8929,Brinley Co.,Boots,Brown,Womens Low-Wedge Buckle Slouch Boot,6,38.99
8930,Brinley Co.,Boots,Brown,Womens Low-Wedge Buckle Slouch Boot,6,38.99
8931,Brinley Co.,Boots,Brown,Womens Low-Wedge Buckle Slouch Boot,6,38.99
8932,Brinley Co.,Boots,Brown,Womens Low-Wedge Buckle Slouch Boot,6,38.99
8933,Brinley Co.,Boots,Brown,Womens Low-Wedge Buckle Slouch Boot,6,38.99
8934,Brinley Co.,Boots,Brown,Womens Low-Wedge Buckle Slouch Boot,6,38.99
8935,Brinley Co.,Boots,Brown,Women's Extra Wide Calf Buckle Slouch Low-wedge Boots,9,39.99
8936,Brinley Co.,Boots,Brown,Women's Extra Wide Calf Buckle Slouch Low-wedge Boots,9,39.99
8937,Brinley Co.,Boots,Brown,Women's Extra Wide Calf Buckle Slouch Low-wedge Boots,9,39.99
8938,Brinley Co.,Boots,Brown,Women's Extra Wide Calf Buckle Slouch Low-wedge Boots,9,39.99
8939,Brinley Co.,Boots,Brown,Women's Extra Wide Calf Buckle Slouch Low-wedge Boots,9,39.99
8940,Brinley Co.,Boots,Brown,Women's Extra Wide Calf Buckle Slouch Low-wedge Boots,9,39.99
8941,Brinley Co.,Boots,Brown,Women's Extra Wide Calf Buckle Slouch Low-wedge Boots,9,39.99
8942,Brinley Co.,Boots,Brown,Women's Extra Wide Calf Buckle Slouch Low-wedge Boots,9,39.99
8943,UGG,Boots,"Brown,Otter,Black,BlackGrey",Ugg Women's Adirondack Boot Ii Otter High-Top Leather - 6M,5,116.99
8944,Bearpaw,"Womens Shoes,Clothing,Women's Shoes,Slippers,All Womens Shoes,Shoes,Loafers & Slip-Ons,Loafers Slip-Ons,Shops,All Women's Shoes","Black II,Black,Hickory",Bearpaw Women's Loki II Slipper,5,34.97
