,brand,categories,colors,name,sizes,prices
8474,Ros Hommerson,Flats,Coffee Leather,Ros Hommerson Womens Cameo Leather Closed Toe Ankle Strap Mary Jane Flats,13,287.04
8475,Ros Hommerson,Flats,White,Ros Hommerson Womens Cameo Leather Closed Toe Ankle Strap Mary Jane Flats,8,173.35
8476,Ros Hommerson,Flats,Pewter,Ros Hommerson Womens Cameo Leather Closed Toe Ankle Strap Mary Jane Flats,5,39.5
8477,Ros Hommerson,Flats,White,Ros Hommerson Womens Cameo Leather Closed Toe Ankle Strap Mary Jane Flats,9,159.48
8478,Ros Hommerson,Flats,Black Leather,Ros Hommerson Womens Cameo Leather Closed Toe Ankle Strap Mary Jane Flats,10,159.48
8479,Ros Hommerson,Flats,White,Ros Hommerson Womens Cameo Leather Closed Toe Ankle Strap Mary Jane Flats,6,159.92
8480,Ros Hommerson,Flats,White,Ros Hommerson Womens Cameo Leather Closed Toe Ankle Strap Mary Jane Flats,4,159.48
8481,Ros Hommerson,Flats,White,Ros Hommerson Womens Cameo Leather Closed Toe Ankle Strap Mary Jane Flats,9,173.35
8482,Ros Hommerson,Flats,White,Ros Hommerson Womens Cameo Leather Closed Toe Ankle Strap Mary Jane Flats,11,159.48
8483,Ros Hommerson,Flats,Coffee Leather,Ros Hommerson Womens Cameo Leather Closed Toe Ankle Strap Mary Jane Flats,8,173.35
8484,Ros Hommerson,Flats,Coffee Leather,Ros Hommerson Womens Cameo Leather Closed Toe Ankle Strap Mary Jane Flats,11,159.92
8485,Ros Hommerson,Flats,Coffee,Ros Hommerson Womens Cameo Leather Closed Toe Ankle Strap Mary Jane Flats,6,51.33
8486,Ros Hommerson,Flats,Black Leather,Ros Hommerson Womens Cameo Leather Closed Toe Ankle Strap Mary Jane Flats,7,159.48
8487,Ros Hommerson,Flats,Black,Ros Hommerson Womens Cameo Leather Closed Toe Ankle Strap Mary Jane Flats,9,39.5
8488,Ros Hommerson,Flats,Black,Ros Hommerson Womens Cameo Leather Closed Toe Ankle Strap Mary Jane Flats,6,39.5
8489,Ros Hommerson,Flats,White,Ros Hommerson Womens Cameo Leather Closed Toe Ankle Strap Mary Jane Flats,10,159.92
8490,Ros Hommerson,Flats,Coffee,Ros Hommerson Womens Cameo Leather Closed Toe Ankle Strap Mary Jane Flats,6,74.99
8491,Ros Hommerson,Flats,Black Leather,Ros Hommerson Womens Cameo Leather Closed Toe Ankle Strap Mary Jane Flats,11,159.92
8492,Ros Hommerson,Flats,White,Ros Hommerson Womens Cameo Leather Closed Toe Ankle Strap Mary Jane Flats,8,159.48
8493,Ros Hommerson,Flats,Coffee,Ros Hommerson Womens Cameo Leather Closed Toe Ankle Strap Mary Jane Flats,5,159.48
8494,Ros Hommerson,Flats,Silver,Ros Hommerson Womens Cameo Leather Closed Toe Ankle Strap Mary Jane Flats,7,39.5
8495,Ros Hommerson,Flats,White,Ros Hommerson Womens Cameo Leather Closed Toe Ankle Strap Mary Jane Flats,13,159.48
8496,Ros Hommerson,Flats,White,Ros Hommerson Womens Cameo Leather Closed Toe Ankle Strap Mary Jane Flats,7,159.92
8497,Ros Hommerson,Flats,White,Ros Hommerson Womens Cameo Leather Closed Toe Ankle Strap Mary Jane Flats,7,159.48
8498,Ros Hommerson,Flats,Black Leather,Ros Hommerson Womens Cameo Leather Closed Toe Ankle Strap Mary Jane Flats,9,166.42
8499,Bearpaw,Boots,Black II,Bearpaw Women's Jenna Boot,5,62.97
8500,Ros Hommerson,Flats,Coffee Leather,Ros Hommerson Womens Cameo Leather Closed Toe Ankle Strap Mary Jane Flats,7,39.5
8501,Ros Hommerson,Flats,Pewter Leather,Ros Hommerson Womens Cameo Leather Closed Toe Ankle Strap Mary Jane Flats,6,159.48
8502,Ros Hommerson,Flats,Coffee Leather,Ros Hommerson Womens Cameo Leather Closed Toe Ankle Strap Mary Jane Flats,9,173.35
8503,Ros Hommerson,Flats,White,Ros Hommerson Womens Cameo Leather Closed Toe Ankle Strap Mary Jane Flats,6,159.48
8504,Ros Hommerson,Flats,Silver,Ros Hommerson Womens Cameo Leather Closed Toe Ankle Strap Mary Jane Flats,10,159.48
8505,Ros Hommerson,Flats,Coffee Leather,Ros Hommerson Womens Cameo Leather Closed Toe Ankle Strap Mary Jane Flats,11,130.02
8506,Ros Hommerson,Flats,White,Ros Hommerson Womens Cameo Leather Closed Toe Ankle Strap Mary Jane Flats,11,166.42
8507,Ros Hommerson,Flats,White,Ros Hommerson Womens Cameo Leather Closed Toe Ankle Strap Mary Jane Flats,6,159.92
8508,Ros Hommerson,Flats,White,Ros Hommerson Womens Cameo Leather Closed Toe Ankle Strap Mary Jane Flats,10,159.48
8509,Ros Hommerson,Flats,Coffee Leather,Ros Hommerson Womens Cameo Leather Closed Toe Ankle Strap Mary Jane Flats,6,39.5
8510,Ros Hommerson,Flats,Pewter Leather,Ros Hommerson Womens Cameo Leather Closed Toe Ankle Strap Mary Jane Flats,10,166.42
8511,Ros Hommerson,Flats,Black Leather,Ros Hommerson Womens Cameo Leather Closed Toe Ankle Strap Mary Jane Flats,6,173.35
8512,Ros Hommerson,Flats,Pewter Leather,Ros Hommerson Womens Cameo Leather Closed Toe Ankle Strap Mary Jane Flats,8,159.48
8513,Ros Hommerson,Flats,White,Ros Hommerson Womens Cameo Leather Closed Toe Ankle Strap Mary Jane Flats,13,159.48
8514,Ros Hommerson,Flats,White,Ros Hommerson Womens Cameo Leather Closed Toe Ankle Strap Mary Jane Flats,7,166.42
8515,Ros Hommerson,Flats,Coffee,Ros Hommerson Womens Cameo Leather Closed Toe Ankle Strap Mary Jane Flats,8,39.5
8516,PleaserUSA,Sandals,Silver Hologram TPU and Silver Hologram,"XTREME-808N-CRHM, 8'' Heel 4'' Platform Crosshatch Ankle Strap Sandal",6,76.95
8517,J. Renee,Sandals,Silver,J. Renee Womens Silver OpenToe Sandals Size 7.5 New,7,16.23
8518,PleaserUSA,Sandals,Black Hologram TPU/Black Hologram,"XTREME-808N-CRHM, 8'' Heel 4'' Platform Crosshatch Ankle Strap Sandal",8,76.95
8519,PleaserUSA,Sandals,Silver Hologram TPU and Silver Hologram,"XTREME-808N-CRHM, 8'' Heel 4'' Platform Crosshatch Ankle Strap Sandal",10,76.95
8520,PleaserUSA,Sandals,Clear and Silver Chrome,"ADORE-708CHLN, 7'' Heel 2 3/4'' Lined Platform Ankle Strap Sandal",6,69.95
8521,Top Moda,Sandals,Tan,Palm-20 Women's Open Toe Ankle Strap Buckle Chunky Heel Booties Sandal,6,26.99
8522,Top Moda,Sandals,Blush,Palm-20 Women's Open Toe Ankle Strap Buckle Chunky Heel Booties Sandal,10,26.99
8523,Top Moda,Sandals,Beige,Palm-20 Women's Open Toe Ankle Strap Buckle Chunky Heel Booties Sandal,7,26.99
8524,Top Moda,Sandals,Blush,Palm-20 Women's Open Toe Ankle Strap Buckle Chunky Heel Booties Sandal,7,26.99
8525,Top Moda,Sandals,Beige,Palm-20 Women's Open Toe Ankle Strap Buckle Chunky Heel Booties Sandal,6,26.99
8526,Top Moda,Sandals,Blush,Palm-20 Women's Open Toe Ankle Strap Buckle Chunky Heel Booties Sandal,7,26.99
8527,Top Moda,Sandals,Tan,Palm-20 Women's Open Toe Ankle Strap Buckle Chunky Heel Booties Sandal,7,26.99
8528,Top Moda,Sandals,Beige,Palm-20 Women's Open Toe Ankle Strap Buckle Chunky Heel Booties Sandal,10,26.99
8529,The Highest Heel,Sandals,White Patent PU,Women's Highest Heel Shoes 6 Platform Sandal - Red Patent PU,10,33.71
8530,J. Adams,Sandals,White,J. Adams Ankle Strap High Heel Strappy Sandal - Dress Wedding Shoe - Sexy Comfortable,7,28.0
8531,J. Adams,Sandals,Black PU,J. Adams Ankle Strap High Heel Strappy Sandal - Dress Wedding Shoe - Sexy Comfortable,7,40.0
8532,J. Adams,Sandals,Nude,J. Adams Ankle Strap High Heel Strappy Sandal - Dress Wedding Shoe - Sexy Comfortable,10,29.0
8533,J. Adams,Sandals,White,J. Adams Ankle Strap High Heel Strappy Sandal - Dress Wedding Shoe - Sexy Comfortable,5,28.0
8534,J. Adams,Sandals,Tan PU,J. Adams Ankle Strap High Heel Strappy Sandal - Dress Wedding Shoe - Sexy Comfortable,6,26.0
8535,J. Adams,Sandals,Nude,J. Adams Ankle Strap High Heel Strappy Sandal - Dress Wedding Shoe - Sexy Comfortable,9,29.0
8536,J. Adams,Sandals,Nude,J. Adams Ankle Strap High Heel Strappy Sandal - Dress Wedding Shoe - Sexy Comfortable,7,29.0
8537,J. Adams,Sandals,Black PU,J. Adams Ankle Strap High Heel Strappy Sandal - Dress Wedding Shoe - Sexy Comfortable,10,28.0
8538,J. Adams,Sandals,White,J. Adams Ankle Strap High Heel Strappy Sandal - Dress Wedding Shoe - Sexy Comfortable,9,28.0
8539,J. Adams,Sandals,Tan PU,J. Adams Ankle Strap High Heel Strappy Sandal - Dress Wedding Shoe - Sexy Comfortable,11,28.0
8540,J. Adams,Sandals,Tan PU,J. Adams Ankle Strap High Heel Strappy Sandal - Dress Wedding Shoe - Sexy Comfortable,7,28.0
8541,J. Adams,Sandals,Nude,J. Adams Ankle Strap High Heel Strappy Sandal - Dress Wedding Shoe - Sexy Comfortable,8,29.0
8542,J. Adams,Sandals,Black PU,J. Adams Ankle Strap High Heel Strappy Sandal - Dress Wedding Shoe - Sexy Comfortable,6,28.0
8543,J. Adams,Sandals,Nude,J. Adams Ankle Strap High Heel Strappy Sandal - Dress Wedding Shoe - Sexy Comfortable,8,29.0
8544,J. Adams,Sandals,White,J. Adams Ankle Strap High Heel Strappy Sandal - Dress Wedding Shoe - Sexy Comfortable,8,26.0
8545,J. Adams,Sandals,Tan PU,J. Adams Ankle Strap High Heel Strappy Sandal - Dress Wedding Shoe - Sexy Comfortable,5,28.0
8546,J. Adams,Sandals,White,J. Adams Ankle Strap High Heel Strappy Sandal - Dress Wedding Shoe - Sexy Comfortable,10,28.0
8547,Pleaser,Sandals,Clear/Gold Multi Glitter Inserts Synthetic,Women's Pleaser Sky 308G-T Ankle Strap Sandal,7,57.95
8548,Pleaser,Sandals,Clear/Baby Pink Multi Glitter Inserts Synthetic,Women's Pleaser Sky 308G-T Ankle Strap Sandal,7,57.95
8549,Pleaser,Sandals,Clear/Silver Multi Glitter Inserts Synthetic,Women's Pleaser Sky 308G-T Ankle Strap Sandal,7,57.95
8550,Pleaser,Sandals,Clear and Berry Glitter Inserts,Women's Pleaser Sky 308G-T Ankle Strap Sandal,8,57.95
8551,Pleaser,Sandals,Clear/Berry Glitter Inserts Synthetic,Women's Pleaser Sky 308G-T Ankle Strap Sandal,7,57.95
8552,Pleaser,Sandals,Clear/Green Multi Glitter Inserts Synthetic,Women's Pleaser Sky 308G-T Ankle Strap Sandal,7,85.31
8553,Pleaser,Sandals,Clear/Gold Multi Glitter Inserts Synthetic,Women's Pleaser Sky 308G-T Ankle Strap Sandal,6,57.95
8554,Pleaser,Sandals,Clear/Green Multi Glitter Inserts Synthetic,Women's Pleaser Sky 308G-T Ankle Strap Sandal,9,81.31
8555,Pleaser,Sandals,Clear/Gold Multi Glitter Inserts Synthetic,Women's Pleaser Sky 308G-T Ankle Strap Sandal,10,57.95
8556,Pleaser,Sandals,Clear and Black Glitter Inserts,Women's Pleaser Sky 308G-T Ankle Strap Sandal,5,57.95
8557,Pleaser,Sandals,Clear/Black Glitter Inserts Synthetic,Women's Pleaser Sky 308G-T Ankle Strap Sandal,6,57.95
8558,Pleaser,Sandals,Clear/Silver Multi Glitter Inserts Synthetic,Women's Pleaser Sky 308G-T Ankle Strap Sandal,6,57.95
8559,Top Moda,Sandals,Tan,Palm-20 Women's Open Toe Ankle Strap Buckle Chunky Heel Booties Sandal,6,26.99
8560,Ros Hommerson,"Clothing,Shoes,Womens Shoes,All Womens Shoes",White,Ros Hommerson Cameo W Round Toe Leather Loafer,11,166.42
8561,Ros Hommerson,"Clothing,Shoes,Womens Shoes,All Womens Shoes",Pewter,Ros Hommerson Cameo W Round Toe Leather Loafer,8,39.5
8562,Refresh,Boots,Black,Wild-02 Women Pointed Toe Western Cowboy Cowgirl Mid Calf Boots Black,11,36.99
8563,Refresh,Boots,Black,Wild-02 Women Pointed Toe Western Cowboy Cowgirl Mid Calf Boots Black,8,29.99
8564,Refresh,Boots,Black,Wild-02 Women Pointed Toe Western Cowboy Cowgirl Mid Calf Boots Black,6,36.99
8565,J. Adams,Sandals,Red PU,J. Adams Ankle Strap High Heel Strappy Sandal - Dress Wedding Shoe - Sexy Comfortable,8,28.0
8566,J. Adams,Sandals,Red PU,J. Adams Ankle Strap High Heel Strappy Sandal - Dress Wedding Shoe - Sexy Comfortable,7,28.0
8567,J. Adams,Sandals,Red PU,J. Adams Ankle Strap High Heel Strappy Sandal - Dress Wedding Shoe - Sexy Comfortable,10,28.0
8568,Karyn's Collection,Boots,Black,BDW-14W Western Cowboy Cowgirl Mid Calf Pointed Toe Stitched Boots Black,6,33.99
8569,Karyn's Collection,Boots,Black,BDW-14W Western Cowboy Cowgirl Mid Calf Pointed Toe Stitched Boots Black,8,34.99
8570,Karyn's Collection,Boots,Black,BDW-14W Western Cowboy Cowgirl Mid Calf Pointed Toe Stitched Boots Black,5,33.99
8571,Volatile,Boots,Champagne,"Volatile Womens Nightbloom Western Block Heel Cowboy, Western Boots",6,69.99
8572,Old West,Boots,White Calfskin,Women's Old West 11 Inch Roper Toe Cowboy Boot,8,74.95
8573,durango,"Clothing,Shoes,Womens Shoes,All Womens Shoes",White,durango rd3576 10 lady rebel twilight n' lace purple ink saddle western boots,7,124.99
8574,durango,"Clothing,Shoes,Womens Shoes,All Womens Shoes",Twilight Lace,durango rd3576 10 lady rebel twilight n' lace purple ink saddle western boots,6,124.99
8575,Old West,Boots,White Calfskin,Women's Old West 11 Inch Roper Toe Cowboy Boot,10,74.95
8576,SoftWalk,"Clothing,Shoes,Womens Shoes,All Womens Shoes",White,"softwalk women's rock creek wide calf boot, dark grey, 6.5 m us",6,23.0
8577,Old West,Boots,Black Leather,Old West Women's 11 Inch Narrow Round Toe Cowboy Boot,8,111.95
8578,Old West,Boots,Brown Leather,Old West Women's 11 Inch Narrow Round Toe Cowboy Boot,6,111.95
8579,Old West,Boots,Black Leather,Old West Women's 11 Inch Narrow Round Toe Cowboy Boot,7,111.95
8580,Old West,Boots,White,Old West Women's 11 Inch Narrow Round Toe Cowboy Boot,6,111.95
8581,Old West,Boots,Black Leather,Old West Women's 11 Inch Narrow Round Toe Cowboy Boot,9,111.95
8582,Old West,Boots,Tan Canyon Leather,Old West Women's 11 Inch Narrow Round Toe Cowboy Boot,8,113.95
8583,Old West,Boots,Black Leather,Old West Women's 11 Inch Narrow Round Toe Cowboy Boot,10,111.95
8584,Old West,Boots,Black Leather,Old West Women's 11 Inch Narrow Round Toe Cowboy Boot,6,111.95
8585,Old West,Boots,White,Old West Women's 11 Inch Narrow Round Toe Cowboy Boot,9,111.95
8586,Old West,Boots,Apache Leather,Old West Women's 11 Inch Narrow Round Toe Cowboy Boot,6,111.95
8587,Old West,Boots,Apache Tan,Old West Women's 11 Inch Narrow Round Toe Cowboy Boot,10,111.95
8588,Old West,Boots,Tan Canyon,Old West Women's 11 Inch Narrow Round Toe Cowboy Boot,10,113.95
8589,Old West,Boots,Tan Canyon Leather,Old West Women's 11 Inch Narrow Round Toe Cowboy Boot,9,113.95
8590,Old West,Boots,Tan Canyon Leather,Old West Women's 11 Inch Narrow Round Toe Cowboy Boot,8,113.95
8591,Old West,Boots,Tan Canyon Leather,Old West Women's 11 Inch Narrow Round Toe Cowboy Boot,5,113.95
8592,Old West,Boots,Brown Leather,Old West Women's 11 Inch Narrow Round Toe Cowboy Boot,6,111.95
8593,Old West,Boots,Black,Old West Women's 11 Inch Narrow Round Toe Cowboy Boot,5,111.95
8594,Old West,Boots,Black Leather,Old West Women's 11 Inch Narrow Round Toe Cowboy Boot,5,111.95
8595,Old West,Boots,Tan Canyon Leather,Old West Women's 11 Inch Narrow Round Toe Cowboy Boot,6,113.95
8596,Fergie Shoes,"Clothing,Shoes,Womens Shoes,All Womens Shoes",White,women's fergalicious voila cowboy boot,7,47.09
8597,Fergie Shoes,"Clothing,Shoes,Womens Shoes,All Womens Shoes",White,women's fergalicious voila cowboy boot,10,54.01
8598,Fergie Shoes,"Clothing,Shoes,Womens Shoes,All Womens Shoes",White,women's fergalicious voila cowboy boot,8,63.88
8599,Fergie Shoes,"Clothing,Shoes,Womens Shoes,All Womens Shoes",Doe,women's fergalicious voila cowboy boot,5,39.97
8600,Fergie Shoes,"Clothing,Shoes,Womens Shoes,All Womens Shoes",White,women's fergalicious voila cowboy boot,9,51.37
8601,Fergie Shoes,"Clothing,Shoes,Womens Shoes,All Womens Shoes",White,women's fergalicious voila cowboy boot,6,20.74
8602,Propet,"Womens Shoes,Clothing,All Womens Shoes,Shoes",Navy,Propet Cush'n Foot - Stretchable - Women's - Navy,10,113.25
8603,Propet,"Clothing,Shoes,Womens Shoes,All Womens Shoes","White, Blue",Women's Propet TIDEWATER Sneakers WHITE 9.5 B,5,65.95
8604,Propet,"Clothing,Shoes,Womens Shoes,All Womens Shoes","White, Blue",Women's Propet TIDEWATER Sneakers WHITE 9.5 B,11,65.95
8605,ECCO,Sports Shoes,Tomato/Tomato Textile/Yak Leather,Women's ECCO Intrinsic 3 Textile Walking Sneaker,39,99.95
8606,Propet,Sports Shoes,White Mesh,Propet TravelWalker II - Active - Women's - White Mesh,5,59.95
8607,drew-shoe,"Clothing,Shoes,Womens Shoes,All Womens Shoes",White,women's drew flash ii,10,193.87
8608,Drew,"Clothing,Shoes,Womens Shoes,All Womens Shoes",White Leather,Women's Drew Motion,11,144.95
8609,Drew,"Clothing,Shoes,Womens Shoes,All Womens Shoes",Black Leather,Women's Drew Motion,11,144.95
8610,Drew,"Clothing,Shoes,Womens Shoes,All Womens Shoes",Black Leather,Women's Drew Motion,10,144.95
8611,Drew,"Clothing,Shoes,Womens Shoes,All Womens Shoes",White Leather,Women's Drew Motion,12,144.95
8612,Drew,"Clothing,Shoes,Womens Shoes,All Womens Shoes",Black Leather,Women's Drew Motion,8,115.96
8613,Drew,"Clothing,Shoes,Womens Shoes,All Womens Shoes",Black Leather,Women's Drew Motion V,7,144.95
8614,Drew,"Clothing,Shoes,Womens Shoes,All Womens Shoes",White Leather,Women's Drew Motion V,9,144.95
8615,Drew,"Clothing,Shoes,Womens Shoes,All Womens Shoes",White Leather,Women's Drew Motion V,5,144.95
8616,Drew,"Clothing,Shoes,Womens Shoes,All Womens Shoes",Black Leather,Women's Drew Motion V,10,144.95
8617,Drew,"Clothing,Shoes,Womens Shoes,All Womens Shoes",Black Leather,Women's Drew Motion V,9,144.95
8618,Drew,"Clothing,Shoes,Womens Shoes,All Womens Shoes",Black Leather,Women's Drew Motion V,11,144.95
8619,Drew,"Clothing,Shoes,Womens Shoes,All Womens Shoes",White Leather,Women's Drew Motion V,7,182.56
8620,Drew,"Clothing,Shoes,Womens Shoes,All Womens Shoes",Black Leather,Women's Drew Motion V,7,144.95
8621,Drew,"Clothing,Shoes,Womens Shoes,All Womens Shoes",Black Leather,Women's Drew Motion V,11,144.95
8622,Drew,"Clothing,Shoes,Womens Shoes,All Womens Shoes",White Leather,Women's Drew Motion V,11,144.95
8623,Drew,"Clothing,Shoes,Womens Shoes,All Womens Shoes",Black Leather,Women's Drew Motion V,5,144.95
8624,Drew,"Clothing,Shoes,Womens Shoes,All Womens Shoes",Black Leather,Women's Drew Motion V,11,144.95
8625,Drew,"Clothing,Shoes,Womens Shoes,All Womens Shoes",White Leather,Women's Drew Motion V,8,144.95
8626,Drew,"Clothing,Shoes,Womens Shoes,All Womens Shoes",Black Leather,Women's Drew Motion V,9,144.95
8627,Drew,"Clothing,Shoes,Womens Shoes,All Womens Shoes",White Leather,Women's Drew Motion V,7,144.95
8628,Drew,"Clothing,Shoes,Womens Shoes,All Womens Shoes",Black Calf,Women's Drew Fusion,9,136.36
8629,Drew,"Clothing,Shoes,Womens Shoes,All Womens Shoes",White Calf,Women's Drew Fusion,7,136.36
8630,Drew,"Clothing,Shoes,Womens Shoes,All Womens Shoes",Black Calf,Women's Drew Fusion,9,109.09
8631,Drew,"Clothing,Shoes,Womens Shoes,All Womens Shoes",Black Calf,Women's Drew Fusion,9,109.09
8632,Drew,"Clothing,Shoes,Womens Shoes,All Womens Shoes",Black Calf,Women's Drew Fusion,7,109.09
8633,Asics,Sports Shoes,Black / Silver / Pink,Asics Women's Gel-Frequency 3 Black / Silver Pink Ankle-High Walking Shoe - 9W,10,76.83
8634,Asics,Sports Shoes,Black / Silver / Pink,Asics Women's Gel-Frequency 3 Black / Silver Pink Ankle-High Walking Shoe - 9W,8,60.28
8635,Drew,"Clothing,Shoes,Womens Shoes,All Womens Shoes",Bone Calf,Women's Drew Bloom II,11,205.28
8636,Kung Fu Panda,"Clothing,Women's Shoes,Women's Slippers,Men's Shoes,Shoes,Boys Shoes,All Boys Shoes,All Men's Shoes","Trolls Branch,Shrek,White,Shreks Donkey,Trolls Poppy,Madagascars Marty,Madagascars Skipper,Homes Oh,Madagascars Alex,Madagascars King Julien",DreamWorks Trolls - Poppy Slippers,median,25.0
8637,ASICS,"Women's Athletic Shoes,Womens Shoes,Women's Shoes,Clothing,Athletic,Running Shoes,All Womens Shoes,Shoes,Womens' Athletic Shoes","LightningHot PinkBlue,Lightning/Hot Pink/Blue,Grey",Asics Women's Gel-Evate 3 Lightning/Hot Pink/Blue Ankle-High Running Shoe - 6M,13,65.87
8638,Vans,Sports Shoes,"Fuchsia Purple,Pink - fuschiapurple",Vans Women's Palisades Vulc Washed Canvas Fuchsia Purple Ankle-High Fashion Sneaker - 5M,5,28.49
8639,Asics,"Womens Shoes,Clothing,Women's Shoes,All Womens Shoes,Shoes,All Women's Shoes","Silver/Blueberry/Flash Coral,Silver Orange",Asics Gel-Flux 3 Running Women's Shoes Size,6,76.79
8640,Ellie Shoes,"Womens Shoes,Clothing,Women's Shoes,All Womens Shoes,Shoes,All Women's Shoes","Yellow,Fuschia","610-SHANA, 6'' Clear And Neon Wedge With Ankle Strap",10,75.92
8641,Brinley Co.,Pumps,"Olive,Brown,Black,Grey",Women's Lyla Stacked Heel Classic Pumps,11,21.95
8642,Brinley Co.,Pumps,"Red,Camel,Black,Green,Light Grey,Off White",Women's T-strap Chunky Heel Round Toe Classic Matte Pumps,11,34.99
8643,Brinley Co.,Pumps,"Red,Taupe,Black,Grey",Womens Pointed Toe Lace-up Ankle Strap Pumps,11,21.95
8644,Brinley Co.,"Womens Shoes,Women's Shoes,Clothing,All Womens Shoes,Shoes,All Women's Shoes","Red,Blue,Black,Nude,Grey",Brinley Co. Womens Cross Strap Faux Suede Pointed Toe Dress High Heels,11,37.99
8645,Brinley Co.,Pumps,"Red,Black Patent,Navy,Blush,Beige,Taupe Patent,Beige Patent,Black,Grey",Brinley Co. Women's Medium and Wide Width Mary Jane Patent Leather Pumps,6,22.99
8646,Brinley Co.,Pumps,"Red,Black Patent,Navy,Blush,Beige,Taupe Patent,Beige Patent,Black,Grey",Brinley Co. Women's Medium and Wide Width Mary Jane Patent Leather Pumps,6,29.99
8647,Brinley Co.,Pumps,"Red,Black Patent,Navy,Blush,Beige,Taupe Patent,Beige Patent,Black,Grey",Brinley Co. Women's Medium and Wide Width Mary Jane Patent Leather Pumps,6,22.99
8648,Brinley Co.,Pumps,"Red,Black Patent,Navy,Blush,Beige,Taupe Patent,Beige Patent,Black,Grey",Brinley Co. Women's Medium and Wide Width Mary Jane Patent Leather Pumps,6,29.99
8649,Brinley Co.,Pumps,"Red,Black Patent,Navy,Blush,Beige,Taupe Patent,Beige Patent,Black,Grey",Brinley Co. Women's Medium and Wide Width Mary Jane Patent Leather Pumps,6,29.99
8650,Brinley Co.,Pumps,"Red,Black Patent,Navy,Blush,Beige,Taupe Patent,Beige Patent,Black,Grey",Brinley Co. Women's Medium and Wide Width Mary Jane Patent Leather Pumps,6,22.99
8651,Brinley Co.,Pumps,"Red,Black Patent,Navy,Blush,Beige,Taupe Patent,Beige Patent,Black,Grey",Brinley Co. Women's Medium and Wide Width Mary Jane Patent Leather Pumps,6,22.99
